devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
708,osdc-ph3-e25,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
709,USE923MM8S,ProLiant BL685c G6,"",0,,0,"",USE923MM8S,"","",,,"",,,"",1,1,,HPProLiant,Server,,
710,USE74472RE,ProLiant BL685c G1,"",0,,0,"",USE74472RE,"","",,,"",,,"",1,0,,HPProLiant,Server,,
711,USE7153W1X,ProLiant BL465c G1,"",0,,0,"",USE7153W1X,"","",,,"",,,"",1,1,,HPProLiant,Server,,
712,USE74576KY,ProLiant BL465c G1,"",0,,0,"",USE74576KY,"","",,,"",,,"",1,1,,HPProLiant,Server,,
713,USE74576KW,ProLiant BL465c G1,"",0,,0,"",USE74576KW,"","",,,"",,,"",1,1,,HPProLiant,Server,,
714,USE74576KD,ProLiant BL465c G1,"",0,,0,"",USE74576KD,"","",,,"",,,"",1,1,,HPProLiant,Server,,
715,USE74576KA,ProLiant BL465c G1,"",0,,0,"",USE74576KA,"","",,,"",,,"",1,1,,HPProLiant,Server,,
716,USE7153W20,ProLiant BL465c G1,"",0,,0,"",USE7153W20,"","",,,"",,,"",1,1,,HPProLiant,Server,,
717,osdc-ph3-wopsvmg1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426S08,"",Embedded,10.16.24.18,168826898,HP,,,"",12,1,,ILO2,MgmtProc,,
718,USE7426S08,ProLiant BL685c G1,"",0,,0,"",USE7426S08,"","",,,"",,,"",1,1,,HPProLiant,Server,,
719,osdc-ph3-wopsvmg1-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426S0B,"",Embedded,10.16.24.21,168826901,HP,,,"",12,1,,ILO2,MgmtProc,,
720,USE7426S0B,ProLiant BL685c G1,"",0,,0,"",USE7426S0B,"","",,,"",,,"",1,1,,HPProLiant,Server,,
721,osdc-ph3-wopsvmg1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426S0A,"",Embedded,10.16.24.17,168826897,HP,,,"",12,1,,ILO2,MgmtProc,,
722,USE7426S0A,ProLiant BL685c G1,"",0,,0,"",USE7426S0A,"","",,,"",,,"",1,1,,HPProLiant,Server,,
723,osdc-ph3-wopsvmg1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426S09,"",Embedded,10.16.24.19,168826899,HP,,,"",12,1,,ILO2,MgmtProc,,
724,USE7426S09,ProLiant BL685c G1,"",0,,0,"",USE7426S09,"","",,,"",,,"",1,1,,HPProLiant,Server,,
725,osdc-ph3-wopsvmg1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426SF6,"",Embedded,10.16.24.20,168826900,HP,,,"",12,1,,ILO2,MgmtProc,,
726,USE7426SF6,ProLiant BL685c G1,"",0,,0,"",USE7426SF6,"","",,,"",,,"",1,1,,HPProLiant,Server,,
727,osdc-ph3-vmg1-4,"","",0,,0,"","","","",10.16.24.16,168826896,"",,,"",11,1,,None,Unknown,,
728,osdc-ph3-wopsvmg1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7426SF7,"",Embedded,10.16.24.22,168826902,HP,,,"",12,1,,ILO2,MgmtProc,,
729,USE7426SF7,ProLiant BL685c G1,"",0,,0,"",USE7426SF7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
730,osdc-ph3-e14-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU6237,"",Embedded,10.16.24.24,168826904,HP,,,"",12,1,,OA,MgmtProc,,
731,osdc-ph3-e14-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE7416NHR,Webops,"",,,"",,,"",14,1,,ServerEnc,Enclosure,,
732,osdc-ph3-e14-oa1b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU5271,"",Embedded,10.16.24.23,168826903,HP,,,"",12,1,,OA,MgmtProc,,
733,communities-stage-app-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74473RL,"",Embedded,10.16.24.170,168827050,HP,,,"",12,1,,ILO2,MgmtProc,,
734,communities-stage-app-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74473RM,"",Embedded,10.16.24.171,168827051,HP,,,"",12,1,,ILO2,MgmtProc,,
735,10.16.25.249,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964A,"",Embedded,10.16.25.249,168827385,HP,,,"",12,5,,ILO2,MgmtProc,,
736,FOC1138T050,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1138T050,"","",,,"",,,"",8,1,,c-Class,Switch,,
737,FOC1136T0H9,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1136T0H9,"","",,,"",,,"",8,1,,c-Class,Switch,,
738,osdc-fab55sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87316022,"","",10.16.24.43,168826923,"",,,"",8,1,,c-Class,Switch,,
739,osdc-fab56sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87316017,"","",10.16.24.44,168826924,"",,,"",8,1,,c-Class,Switch,,
740,osdc-ph3-e14,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
741,USE74473RL,ProLiant BL465c G1,"",0,,0,"",USE74473RL,"","",,,"",,,"",1,1,,HPProLiant,Server,,
742,USE74473RM,ProLiant BL465c G1,"",0,,0,"",USE74473RM,"","",,,"",,,"",1,1,,HPProLiant,Server,,
743,USE809964A,ProLiant BL460c G1,"",0,,0,"",USE809964A,"","",,,"",,,"",1,0,,HPProLiant,Server,,
744,osdc-ph3-vmg1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7386ALE,"",Embedded,10.16.24.29,168826909,HP,,,"",12,1,,ILO2,MgmtProc,,
745,USE7386ALE,ProLiant BL685c G1,"",0,,0,"",USE7386ALE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
746,osdc-ph3-vmg1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7153W26,"",Embedded,10.16.24.27,168826907,HP,,,"",12,1,,ILO2,MgmtProc,,
747,USE7153W26,ProLiant BL685c G1,"",0,,0,"",USE7153W26,"","",,,"",,,"",1,1,,HPProLiant,Server,,
748,osdc-ph3-e25-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O978MU3885,"",Embedded,10.16.24.26,168826906,HP,,,"",12,1,,OA,MgmtProc,,
749,osdc-ph3-e25-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE7386A5T,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
750,ora-dr-ebs-r1-ilo,Integrated Lights-Out 2,"",0,,0,"",ILOUSE923MM8R,"",Embedded,10.16.24.78,168826958,HP,,,"",12,1,,ILO2,MgmtProc,,
751,ora-phnx-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7153W22,"",Embedded,10.16.24.184,168827064,HP,,,"",12,1,,ILO2,MgmtProc,,
752,ora-dr-ebs-app-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576L2,"",Embedded,10.16.24.218,168827098,HP,,,"",12,1,,ILO2,MgmtProc,,
753,ora-apps-phnx-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7153W1V,"",Embedded,10.16.24.186,168827066,HP,,,"",12,1,,ILO2,MgmtProc,,
754,ora-fmprodidm-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE738683T,"",Embedded,10.16.24.178,168827058,HP,,,"",12,1,,ILO2,MgmtProc,,
755,ora-dr-ebs-app-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KM,"",Embedded,10.16.24.194,168827074,HP,,,"",12,1,,ILO2,MgmtProc,,
756,pasiebdbstage1a-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KN,"",Embedded,10.16.24.162,168827042,HP,,,"",12,1,,ILO2,MgmtProc,,
757,ora-fmprodb2b-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE738683V,"",Embedded,10.16.24.175,168827055,HP,,,"",12,1,,ILO2,MgmtProc,,
758,ora-fmprodsoa-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7386AN8,"",Embedded,10.16.25.58,168827194,HP,,,"",12,1,,ILO2,MgmtProc,,
759,FOC1136T07U,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1136T07U,"","",,,"",,,"",8,1,,c-Class,Switch,,
760,FOC1136T0D2,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1136T0D2,"","",,,"",,,"",8,1,,c-Class,Switch,,
761,osdc-fab51sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"","","","",10.16.24.35,168826915,"",,,"",8,1,,c-Class,Switch,,
762,osdc-fab52sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"","","","",10.16.24.36,168826916,"",,,"",8,1,,c-Class,Switch,,
763,TWT735V03W,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT735V03W,"","",,,"",,,"",8,1,,c-Class,Switch,,
764,TWT737V0SA,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT737V0SA,"","",,,"",,,"",8,1,,c-Class,Switch,,
765,USE923MM8R,ProLiant BL685c G6,"",0,,0,"",USE923MM8R,"","",,,"",,,"",1,1,,HPProLiant,Server,,
766,USE7153W22,ProLiant BL685c G1,"",0,,0,"",USE7153W22,"","",,,"",,,"",1,1,,HPProLiant,Server,,
767,USE74576L2,ProLiant BL465c G1,"",0,,0,"",USE74576L2,"","",,,"",,,"",1,1,,HPProLiant,Server,,
768,USE7153W1V,ProLiant BL465c G1,"",0,,0,"",USE7153W1V,"","",,,"",,,"",1,1,,HPProLiant,Server,,
769,USE738683T,ProLiant BL465c G1,"",0,,0,"",USE738683T,"","",,,"",,,"",1,1,,HPProLiant,Server,,
770,USE74576KM,ProLiant BL465c G1,"",0,,0,"",USE74576KM,"","",,,"",,,"",1,1,,HPProLiant,Server,,
771,USE74576KN,ProLiant BL465c G1,"",0,,0,"",USE74576KN,"","",,,"",,,"",1,1,,HPProLiant,Server,,
772,USE738683V,ProLiant BL465c G1,"",0,,0,"",USE738683V,"","",,,"",,,"",1,1,,HPProLiant,Server,,
773,USE7386AN8,ProLiant BL465c G1,"",0,,0,"",USE7386AN8,"","",,,"",,,"",1,1,,HPProLiant,Server,,
774,osdc-ph3-vmg1-3,"","",0,,0,"","","","",10.16.24.25,168826905,"",,,"",11,1,,None,Unknown,,
775,osdc-ph3-vmg1-3-vmotion,"","",0,,0,"","","","",10.16.24.37,168826917,"",,,"",11,1,,None,Unknown,,
776,osdc-ph3-vmg1-4-vmotion,"","",0,,0,"","","","",10.16.24.38,168826918,"",,,"",11,1,,None,Unknown,,
777,osdc-ph3-wopsvmg1-2-vmotion,"","",0,,0,"","","","",10.16.24.42,168826922,"",,,"",11,1,,None,Unknown,,
778,osdc-ph3-wopsvmg1-1-vmotion,"","",0,,0,"","","","",10.16.24.41,168826921,"",,,"",11,1,,None,Unknown,,
779,osdc-ph3-wopsvmg1-3-vmotion,"","",0,,0,"","","","",10.16.24.48,168826928,"",,,"",11,1,,None,Unknown,,
780,osdc-ph3-wopsvmg1-4,"","",0,,0,"","","","",10.16.24.47,168826927,"",,,"",11,1,,None,Unknown,,
781,osdc-ph3-e14-oa2a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU3765,"",Embedded,10.16.24.56,168826936,HP,,,"",12,1,,OA,MgmtProc,,
782,osdc-ph3-e14-2,BladeSystem c7000 Enclosure,9,0,,0,"",USE743707M,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
783,osdc-ph3-e14-oa2b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O977MU1285,"",Embedded,10.16.24.57,168826937,HP,,,"",12,1,,OA,MgmtProc,,
784,at-vmg1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOuse74472rw,"",Embedded,10.16.24.60,168826940,HP,,,"",12,1,,ILO2,MgmtProc,,
785,osdc-vdi2-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74472SH,"",Embedded,10.16.24.59,168826939,HP,,,"",12,1,,ILO2,MgmtProc,,
786,at-vmg1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74472SF,"",Embedded,10.16.25.64,168827200,HP,,,"",12,1,,ILO2,MgmtProc,,
787,osdc-vdi2-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74472RL,"",Embedded,10.16.24.61,168826941,HP,,,"",12,1,,ILO2,MgmtProc,,
788,at-vmg1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74472RX,"",Embedded,10.16.24.70,168826950,HP,,,"",12,1,,ILO2,MgmtProc,,
789,osdc-vdi2-7-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE04232JE,"",Embedded,10.16.24.64,168826944,HP,,,"",12,1,,ILO3,MgmtProc,,
790,osdc-vdi2-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74472RB,"",Embedded,10.16.24.65,168826945,HP,,,"",12,1,,ILO2,MgmtProc,,
791,FOC1140T0LE,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T0LE,"","",,,"",,,"",8,1,,c-Class,Switch,,
792,FOC1140T0L1,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T0L1,"","",,,"",,,"",8,1,,c-Class,Switch,,
793,osdc-fab61sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8738601K,"","",10.16.24.115,168826995,"",,,"",8,1,,c-Class,Switch,,
794,osdc-fab62sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8738600F,"","",10.16.24.116,168826996,"",,,"",8,1,,c-Class,Switch,,
795,FOC1140T0KT,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T0KT,"","",,,"",,,"",8,1,,c-Class,Switch,,
796,FOC1140T0NH,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T0NH,"","",,,"",,,"",8,1,,c-Class,Switch,,
797,osdc-ph3-e14_09USE743707M,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
798,use74472rw,ProLiant BL685c G1,"",0,,0,"",use74472rw,"","",,,"",,,"",1,1,,HPProLiant,Server,,
799,USE74472SH,ProLiant BL685c G1,"",0,,0,"",USE74472SH,"","",,,"",,,"",1,1,,HPProLiant,Server,,
800,USE74472SF,ProLiant BL685c G1,"",0,,0,"",USE74472SF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
801,USE74472RL,ProLiant BL685c G1,"",0,,0,"",USE74472RL,"","",,,"",,,"",1,1,,HPProLiant,Server,,
802,USE74472RX,ProLiant BL685c G1,"",0,,0,"",USE74472RX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
803,USE04232JE,ProLiant BL685c G7,"",0,,0,"",USE04232JE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
804,USE74472RB,ProLiant BL685c G1,"",0,,0,"",USE74472RB,"","",,,"",,,"",1,1,,HPProLiant,Server,,
805,osdc-ph3-wopsvmg1-1,"","",0,,0,"","","","",10.16.24.39,168826919,"",,,"",11,1,,None,Unknown,,
806,osdc-ph3-wopsvmg1-4-vmotion,"","",0,,0,"","","","",10.16.24.49,168826929,"",,,"",11,1,,None,Unknown,,
807,osdc-ph3-wopsvmg1-2,"","",0,,0,"","","","",10.16.24.40,168826920,"",,,"",11,1,,None,Unknown,,
808,osdc-ph3-wopsvmg1-3,"","",0,,0,"","","","",10.16.24.46,168826926,"",,,"",11,1,,None,Unknown,,
809,10.16.24.82,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU5513,"",Embedded,10.16.24.82,168826962,HP,,,"",12,1,,OA,MgmtProc,,
810,osdc-ph3-e27-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X9,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
811,osdc-ph3-vmg2-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BF,"",Embedded,10.16.24.210,168827090,HP,,,"",12,1,,ILO2,MgmtProc,,
812,osdc-ph3-vmg2-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B2,"",Embedded,10.16.24.212,168827092,HP,,,"",12,1,,ILO2,MgmtProc,,
813,osdc-ph3-vmg2-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BN,"",Embedded,10.16.25.47,168827183,HP,,,"",12,1,,ILO2,MgmtProc,,
814,osdc-ph3-vmg2-7-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996AS,"",Embedded,10.16.25.46,168827182,HP,,,"",12,1,,ILO2,MgmtProc,,
815,osdc-ph3-vmg2-10-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996C3,"",Embedded,10.16.25.49,168827185,HP,,,"",12,1,,ILO2,MgmtProc,,
816,10.16.25.245,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KK,"",Embedded,10.16.25.245,168827381,HP,,,"",12,5,,ILO2,MgmtProc,,
817,FOC1142T04C,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1142T04C,"","",,,"",,,"",8,1,,c-Class,Switch,,
818,FOC1142T04M,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1142T04M,"","",,,"",,,"",8,1,,c-Class,Switch,,
819,osdc-fab67sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87426047,"","",10.16.24.136,168827016,"",,,"",8,1,,c-Class,Switch,,
820,osdc-fab68sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87426045,"","",10.16.24.137,168827017,"",,,"",8,1,,c-Class,Switch,,
821,osdc-ph3-e27,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
822,USE80996BF,ProLiant BL680c G5,"",0,,0,"",USE80996BF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
823,USE80996B2,ProLiant BL680c G5,"",0,,0,"",USE80996B2,"","",,,"",,,"",1,1,,HPProLiant,Server,,
824,USE80996BN,ProLiant BL680c G5,"",0,,0,"",USE80996BN,"","",,,"",,,"",1,1,,HPProLiant,Server,,
825,USE80996AS,ProLiant BL680c G5,"",0,,0,"",USE80996AS,"","",,,"",,,"",1,1,,HPProLiant,Server,,
826,USE80996C3,ProLiant BL680c G5,"",0,,0,"",USE80996C3,"","",,,"",,,"",1,5,,HPProLiant,Server,,
827,USE74576KK,ProLiant BL465c G1,"",0,,0,"",USE74576KK,"","",,,"",,,"",1,0,,HPProLiant,Server,,
828,osdc-ph3-vmg1-1-vmotion,"","",0,,0,"","","","",10.16.24.83,168826963,"",,,"",11,1,,None,Unknown,,
829,osdc-ph3-e26-oa2a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU6338,"",Embedded,10.16.24.80,168826960,HP,,,"",12,1,,OA,MgmtProc,,
830,osdc-ph3-e26-2,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X7,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
831,osdc-ph3-vmg1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576LF,"",Embedded,10.16.24.90,168826970,HP,,,"",12,1,,ILO2,MgmtProc,,
832,osdc-ph3-vmg1-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOuse74576lr,"",Embedded,10.16.24.118,168826998,HP,,,"",12,1,,ILO2,MgmtProc,,
833,osdc-ph3-vmg1-9-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576LS,"",Embedded,10.16.24.173,168827053,HP,,,"",12,1,,ILO2,MgmtProc,,
834,osdc-ph3-labmgr1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILO3H77MK0858,"",Embedded,10.16.24.205,168827085,HP,,,"",12,1,,ILO2,MgmtProc,,
835,10.16.25.242,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7477D14,"",Embedded,10.16.25.242,168827378,HP,,,"",12,5,,ILO2,MgmtProc,,
836,FOC1140T13V,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T13V,"","",,,"",,,"",8,1,,c-Class,Switch,,
837,FOC1142T054,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1142T054,"","",,,"",,,"",8,1,,c-Class,Switch,,
838,osdc-fab65sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742604R,"","",10.16.24.134,168827014,"",,,"",8,1,,c-Class,Switch,,
839,osdc-fab66sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742604M,"","",10.16.24.135,168827015,"",,,"",8,1,,c-Class,Switch,,
840,osdc-ph3-e26,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
841,USE74576LF,ProLiant BL685c G1,"",0,,0,"",USE74576LF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
842,use74576lr,ProLiant BL685c G1,"",0,,0,"",use74576lr,"","",,,"",,,"",1,1,,HPProLiant,Server,,
843,USE74576LS,ProLiant BL685c G1,"",0,,0,"",USE74576LS,"","",,,"",,,"",1,1,,HPProLiant,Server,,
844,3H77MK0858,ProLiant BL685c G1,"",0,,0,"",3H77MK0858,"","",,,"",,,"",1,1,,HPProLiant,Server,,
845,USE7477D14,ProLiant BL465c G1,"",0,,0,"",USE7477D14,"","",,,"",,,"",1,0,,HPProLiant,Server,,
847,osdc-ph3-e27-oa2a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O978MU3852,"",Embedded,10.16.24.81,168826961,HP,,,"",12,1,,OA,MgmtProc,,
848,osdc-ph3-e27-2,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X8,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
849,osdc-ph3-e27-oa2b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O96CMU8147,"","",10.16.24.180,168827060,"",,,"",12,5,,OA,MgmtProc,,
850,osdc-ph3-vmg2-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BT,"",Embedded,10.16.24.214,168827094,HP,,,"",12,1,,ILO2,MgmtProc,,
851,osdc-ph3-vmg2-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BC,"",Embedded,10.16.24.216,168827096,HP,,,"",12,1,,ILO2,MgmtProc,,
852,10.16.25.44,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996C9,"",Embedded,10.16.25.44,168827180,HP,,,"",12,1,,ILO2,MgmtProc,,
853,osdc-ph3-vmg2-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BB,"",Embedded,10.16.25.45,168827181,HP,,,"",12,1,,ILO2,MgmtProc,,
854,osdc-ph3-vmg2-9-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BX,"",Embedded,10.16.25.48,168827184,HP,,,"",12,1,,ILO2,MgmtProc,,
855,FOC1140T126,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T126,"","",,,"",,,"",8,1,,c-Class,Switch,,
856,FOC1140T12U,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T12U,"","",,,"",,,"",8,1,,c-Class,Switch,,
857,osdc-ph3e27-fab69sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87426038,"","",10.16.24.138,168827018,"",,,"",8,1,,c-Class,Switch,,
858,osdc-ph3e27-fab70sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87426056,"","",10.16.24.139,168827019,"",,,"",8,1,,c-Class,Switch,,
859,USE80996BT,ProLiant BL680c G5,"",0,,0,"",USE80996BT,"","",,,"",,,"",1,1,,HPProLiant,Server,,
860,USE80996BC,ProLiant BL680c G5,"",0,,0,"",USE80996BC,"","",,,"",,,"",1,3,,HPProLiant,Server,,
861,USE80996C9,ProLiant BL680c G5,"",0,,0,"",USE80996C9,"","",,,"",,,"",1,1,,HPProLiant,Server,,
862,USE80996BB,ProLiant BL680c G5,"",0,,0,"",USE80996BB,"","",,,"",,,"",1,1,,HPProLiant,Server,,
863,USE80996BX,ProLiant BL680c G5,"",0,,0,"",USE80996BX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
864,osdc-ph3-e26-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU5986,"",Embedded,10.16.24.79,168826959,HP,,,"",12,1,,OA,MgmtProc,,
865,osdc-ph3-e26-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X4,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
866,osdc-ph3-vmg1-7-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576LP,"",Embedded,10.16.24.117,168826997,HP,,,"",12,1,,ILO2,MgmtProc,,
867,dhcp-osdc-mgmt2-253,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576LJ,"",Embedded,10.16.25.253,168827389,HP,,,"",12,5,,ILO2,MgmtProc,,
868,osdc-ph3-labmgr1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576L9,"",Embedded,10.16.24.203,168827083,HP,,,"",12,1,,ILO2,MgmtProc,,
869,10.16.24.160,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KJ,"",Embedded,10.16.24.160,168827040,HP,,,"",12,1,,ILO2,MgmtProc,,
870,osdc-ph3-e26-1-slot14,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KT,"",Embedded,10.16.24.161,168827041,HP,,,"",12,1,,ILO2,MgmtProc,,
871,ora-dr-ebs-ccm-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE74576KR,"",Embedded,10.16.24.165,168827045,HP,,,"",12,1,,ILO2,MgmtProc,,
872,FOC1140T11V,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T11V,"","",,,"",,,"",8,1,,c-Class,Switch,,
873,FOC1140T11U,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T11U,"","",,,"",,,"",8,1,,c-Class,Switch,,
874,osdc-ph3-e26-fab63sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87426055,"","",10.16.24.132,168827012,"",,,"",8,1,,c-Class,Switch,,
875,osdc-ph3-e26-fab64sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742604Y,"","",10.16.24.133,168827013,"",,,"",8,1,,c-Class,Switch,,
